polarity,z_low_mm,z_high_mm,z_center_mm,number_of_mothers,number_of_photons,c2,c2_low,c2_high,s2,s2_low,s2_high,a2,a2_low,a2_high
MUMINUS,-237000.0,-236000.0,-236500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-236000.0,-235000.0,-235500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-235000.0,-234000.0,-234500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-234000.0,-233000.0,-233500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-233000.0,-232000.0,-232500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-232000.0,-231000.0,-231500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-231000.0,-230000.0,-230500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-230000.0,-229000.0,-229500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-229000.0,-228000.0,-228500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-228000.0,-227000.0,-227500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-227000.0,-226000.0,-226500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-226000.0,-225000.0,-225500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-225000.0,-224000.0,-224500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-224000.0,-223000.0,-223500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-223000.0,-222000.0,-222500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-222000.0,-221000.0,-221500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-221000.0,-220000.0,-220500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-220000.0,-219000.0,-219500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-219000.0,-218000.0,-218500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-218000.0,-217000.0,-217500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-217000.0,-216000.0,-216500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-216000.0,-215000.0,-215500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-215000.0,-214000.0,-214500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-214000.0,-213000.0,-213500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-213000.0,-212000.0,-212500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-212000.0,-211000.0,-211500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-211000.0,-210000.0,-210500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-210000.0,-209000.0,-209500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-209000.0,-208000.0,-208500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-208000.0,-207000.0,-207500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-207000.0,-206000.0,-206500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-206000.0,-205000.0,-205500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-205000.0,-204000.0,-204500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-204000.0,-203000.0,-203500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-203000.0,-202000.0,-202500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-202000.0,-201000.0,-201500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-201000.0,-200000.0,-200500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-200000.0,-199000.0,-199500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-199000.0,-198000.0,-198500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-198000.0,-197000.0,-197500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-197000.0,-196000.0,-196500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-196000.0,-195000.0,-195500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-195000.0,-194000.0,-194500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-194000.0,-193000.0,-193500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-193000.0,-192000.0,-192500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-192000.0,-191000.0,-191500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-191000.0,-190000.0,-190500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-190000.0,-189000.0,-189500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-189000.0,-188000.0,-188500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-188000.0,-187000.0,-187500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-187000.0,-186000.0,-186500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-186000.0,-185000.0,-185500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-185000.0,-184000.0,-184500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-184000.0,-183000.0,-183500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-183000.0,-182000.0,-182500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-182000.0,-181000.0,-181500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-181000.0,-180000.0,-180500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-180000.0,-179000.0,-179500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-179000.0,-178000.0,-178500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-178000.0,-177000.0,-177500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-177000.0,-176000.0,-176500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-176000.0,-175000.0,-175500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-175000.0,-174000.0,-174500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-174000.0,-173000.0,-173500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-173000.0,-172000.0,-172500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-172000.0,-171000.0,-171500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-171000.0,-170000.0,-170500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-170000.0,-169000.0,-169500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-169000.0,-168000.0,-168500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-168000.0,-167000.0,-167500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-167000.0,-166000.0,-166500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-166000.0,-165000.0,-165500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-165000.0,-164000.0,-164500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-164000.0,-163000.0,-163500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-163000.0,-162000.0,-162500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-162000.0,-161000.0,-161500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-161000.0,-160000.0,-160500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-160000.0,-159000.0,-159500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-159000.0,-158000.0,-158500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-158000.0,-157000.0,-157500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-157000.0,-156000.0,-156500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-156000.0,-155000.0,-155500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-155000.0,-154000.0,-154500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-154000.0,-153000.0,-153500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-153000.0,-152000.0,-152500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-152000.0,-151000.0,-151500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-151000.0,-150000.0,-150500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-150000.0,-149000.0,-149500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-149000.0,-148000.0,-148500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-148000.0,-147000.0,-147500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-147000.0,-146000.0,-146500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-146000.0,-145000.0,-145500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-145000.0,-144000.0,-144500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-144000.0,-143000.0,-143500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-143000.0,-142000.0,-142500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-142000.0,-141000.0,-141500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-141000.0,-140000.0,-140500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-140000.0,-139000.0,-139500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-139000.0,-138000.0,-138500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-138000.0,-137000.0,-137500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-137000.0,-136000.0,-136500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-136000.0,-135000.0,-135500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-135000.0,-134000.0,-134500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-134000.0,-133000.0,-133500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-133000.0,-132000.0,-132500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-132000.0,-131000.0,-131500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-131000.0,-130000.0,-130500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-130000.0,-129000.0,-129500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-129000.0,-128000.0,-128500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-128000.0,-127000.0,-127500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-127000.0,-126000.0,-126500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-126000.0,-125000.0,-125500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-125000.0,-124000.0,-124500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-124000.0,-123000.0,-123500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-123000.0,-122000.0,-122500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-122000.0,-121000.0,-121500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-121000.0,-120000.0,-120500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-120000.0,-119000.0,-119500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-119000.0,-118000.0,-118500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-118000.0,-117000.0,-117500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-117000.0,-116000.0,-116500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-116000.0,-115000.0,-115500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-115000.0,-114000.0,-114500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-114000.0,-113000.0,-113500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-113000.0,-112000.0,-112500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-112000.0,-111000.0,-111500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-111000.0,-110000.0,-110500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-110000.0,-109000.0,-109500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-109000.0,-108000.0,-108500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-108000.0,-107000.0,-107500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-107000.0,-106000.0,-106500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-106000.0,-105000.0,-105500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-105000.0,-104000.0,-104500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-104000.0,-103000.0,-103500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-103000.0,-102000.0,-102500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-102000.0,-101000.0,-101500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-101000.0,-100000.0,-100500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-100000.0,-99000.0,-99500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-99000.0,-98000.0,-98500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-98000.0,-97000.0,-97500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-97000.0,-96000.0,-96500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-96000.0,-95000.0,-95500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-95000.0,-94000.0,-94500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-94000.0,-93000.0,-93500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-93000.0,-92000.0,-92500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-92000.0,-91000.0,-91500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-91000.0,-90000.0,-90500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-90000.0,-89000.0,-89500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-89000.0,-88000.0,-88500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-88000.0,-87000.0,-87500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-87000.0,-86000.0,-86500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-86000.0,-85000.0,-85500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-85000.0,-84000.0,-84500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-84000.0,-83000.0,-83500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-83000.0,-82000.0,-82500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-82000.0,-81000.0,-81500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-81000.0,-80000.0,-80500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-80000.0,-79000.0,-79500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-79000.0,-78000.0,-78500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-78000.0,-77000.0,-77500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-77000.0,-76000.0,-76500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-76000.0,-75000.0,-75500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-75000.0,-74000.0,-74500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-74000.0,-73000.0,-73500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-73000.0,-72000.0,-72500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-72000.0,-71000.0,-71500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-71000.0,-70000.0,-70500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-70000.0,-69000.0,-69500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-69000.0,-68000.0,-68500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-68000.0,-67000.0,-67500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-67000.0,-66000.0,-66500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-66000.0,-65000.0,-65500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-65000.0,-64000.0,-64500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-64000.0,-63000.0,-63500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-63000.0,-62000.0,-62500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-62000.0,-61000.0,-61500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-61000.0,-60000.0,-60500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-60000.0,-59000.0,-59500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-59000.0,-58000.0,-58500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-58000.0,-57000.0,-57500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-57000.0,-56000.0,-56500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-56000.0,-55000.0,-55500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-55000.0,-54000.0,-54500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-54000.0,-53000.0,-53500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-53000.0,-52000.0,-52500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-52000.0,-51000.0,-51500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-51000.0,-50000.0,-50500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-50000.0,-49000.0,-49500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-49000.0,-48000.0,-48500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-48000.0,-47000.0,-47500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-47000.0,-46000.0,-46500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-46000.0,-45000.0,-45500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-45000.0,-44000.0,-44500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-44000.0,-43000.0,-43500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-43000.0,-42000.0,-42500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-42000.0,-41000.0,-41500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-41000.0,-40000.0,-40500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-40000.0,-39000.0,-39500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-39000.0,-38000.0,-38500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-38000.0,-37000.0,-37500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-37000.0,-36000.0,-36500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-36000.0,-35000.0,-35500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-35000.0,-34000.0,-34500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-34000.0,-33000.0,-33500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-33000.0,-32000.0,-32500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-32000.0,-31000.0,-31500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-31000.0,-30000.0,-30500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-30000.0,-29000.0,-29500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-29000.0,-28000.0,-28500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-28000.0,-27000.0,-27500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-27000.0,-26000.0,-26500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-26000.0,-25000.0,-25500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-25000.0,-24000.0,-24500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-24000.0,-23000.0,-23500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-23000.0,-22000.0,-22500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-22000.0,-21000.0,-21500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-21000.0,-20000.0,-20500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-20000.0,-19000.0,-19500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-19000.0,-18000.0,-18500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-18000.0,-17000.0,-17500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-17000.0,-16000.0,-16500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-16000.0,-15000.0,-15500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-15000.0,-14000.0,-14500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-14000.0,-13000.0,-13500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-13000.0,-12000.0,-12500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-12000.0,-11000.0,-11500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-11000.0,-10000.0,-10500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-10000.0,-9000.0,-9500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-9000.0,-8000.0,-8500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-8000.0,-7000.0,-7500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-7000.0,-6000.0,-6500.0,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan
MUMINUS,-6000.0,-5000.0,-5500.0,5,5,-0.21340812593698502,-0.43275347352027893,-0.010467542231082946,-0.04582686722278595,-0.48441410064697266,0.37436235696077347,0.21827306287169498,0.21504453447626173,0.83636820991564
MUMINUS,-5000.0,-4000.0,-4500.0,5,5,-0.33878566324710846,-0.6083224564790726,-0.06787822008132952,0.08923457302153111,-0.2947122225718839,0.48400835786014795,0.3503405980529778,0.3257030159581102,0.8548643818331974
MUMINUS,-4000.0,-3000.0,-3500.0,15,17,0.09042449777617174,-0.0836680024426717,0.26200865115722016,-0.013338787809890859,-0.1471052457690239,0.10690462987774457,0.09140302543302482,0.08760806427332725,0.32097902693371455
MUMINUS,-3000.0,-2000.0,-2500.0,11,9,-0.1202875930402014,-0.3293448090950648,0.08886069655418395,0.020716709809170827,-0.22446871111790337,0.30681797350446377,0.12205853966323905,0.1486376998277654,0.5107150754313163
MUMINUS,-2000.0,-1000.0,-1500.0,7,8,0.5347753018140793,0.36759253601233166,0.7180483055023046,0.01810599397867918,-0.25656986651998576,0.2886981355647245,0.5350817231491799,0.4613048977604546,0.7783735273557318
MUMINUS,-1000.0,0.0,-500.0,12,11,-0.17598960480906747,-0.3831215844704554,0.04322385214675556,0.25942795317281375,0.08115216060148346,0.4646261306007703,0.3134887619808522,0.23929792918880097,0.5570847867341373
MUMINUS,0.0,1000.0,500.0,12,13,0.29967598158579606,0.1279221569640296,0.5062190923467278,-0.09292177913280633,-0.25314781181198176,0.06839286973079042,0.31375173461929484,0.19981741697304461,0.5451801874670901
MUMINUS,1000.0,2000.0,1500.0,15,14,0.4997029975056648,0.30542010616172444,0.6571866109768549,0.03247423642980201,-0.13016349489521234,0.1910670114155201,0.5007570885647503,0.35568370593040677,0.6858843637175567
