epoch,train_loss,val_auc,seconds
0,0.6944485237598419,0.5158,114.2
1,0.6932466850280762,0.49086111111111114,111.7
2,0.693293683886528,0.4984722222222222,121.2
3,0.6933538472652435,0.5,122.6
4,0.6932982116937637,0.5,123.5
5,0.6932717828750611,0.5,123.8
6,0.6933084444999695,0.5,124.0
7,0.6932555439472199,0.5,124.2
8,0.693331774353981,0.5,124.2
9,0.6933106662034988,0.5,124.1
10,0.6933416965007781,0.5,124.0
11,0.693318619966507,0.5,127.7
12,0.6932865716218949,0.5,124.6
13,0.6939076836109161,0.4983666666666667,123.9
14,0.6935889056921005,0.49416666666666664,124.7
15,0.6933845230340958,0.5046888888888889,124.1
16,0.6933109248876572,0.5071388888888889,124.2
17,0.6932918539047241,0.5216666666666666,124.8
18,0.6933436341285706,0.5,124.1
19,0.6932754545211792,0.5,124.5
20,0.6932833125591278,0.5,124.4
21,0.6932686438560486,0.5,124.1
22,0.6933516314029694,0.5,122.9
23,0.6932915142774582,0.5,119.8
24,0.6932934939861297,0.5,119.4
25,0.6932477412223816,0.5,120.3
26,0.6932856392860413,0.5,120.2
27,0.6932970571517945,0.5,120.1
28,0.6932255656719207,0.5,119.5
29,0.6932861236333847,0.5,119.5
30,0.6932656778097153,0.5,119.9
31,0.6933670636415482,0.5,119.5
32,0.693249841094017,0.5,119.4
33,0.6932897454500199,0.5,123.3
34,0.6933147895336151,0.5,120.5
35,0.6932972877025604,0.5,119.6
36,0.6932993751764297,0.5,119.8
37,0.6933066903352737,0.5,119.5
