epoch,train_loss,val_auc,seconds
0,0.695346981048584,0.4888777777777778,175.7
1,0.6935949573516845,0.4898888888888889,174.7
2,0.6934002603292465,0.5,173.3
3,0.6932729280591011,0.5,174.6
4,0.6934872074723244,0.5,172.9
5,0.6933930454850197,0.5,172.7
6,0.6934972261786461,0.5,172.5
7,0.6934349255561829,0.5,174.8
8,0.6935388149023056,0.5,174.8
9,0.6933886295557022,0.5,175.8
10,0.6934980272054673,0.5,174.9
11,0.6934633788466453,0.5,173.7
12,0.6934095717072487,0.5,176.9
13,0.6933966349363327,0.5,176.9
14,0.6934893102645874,0.5,162.3
15,0.6933933199048042,0.5,160.1
16,0.6934754877686501,0.5,160.3
17,0.6934299876093865,0.5,159.8
18,0.6934868242144585,0.5,160.2
19,0.6934091539978982,0.5,159.7
20,0.6935335820317269,0.5,159.7
21,0.6933442935943603,0.5,159.2
22,0.6933929215669632,0.5,163.4
